brand,model,condition,transmission,body_type,fuel_type,price,mileage_km,engine_cc,age,district,has_trim
5,Civic,3,0,5,4,7450000,113000,1800,20,4,1
22,Land Cruiser Sahara,2,0,4,4,45500000,200000,4700,15,4,1
22,Roomy,2,0,5,4,8700000,12000,1000,3,6,1
21,Indica,3,1,2,4,2700000,110000,850,11,8,1
8,Range Rover Evoque,3,0,4,0,18150000,125000,2200,13,4,1
7,Sorento,3,0,4,0,19500000,155000,2200,10,4,0
22,Allion,3,0,5,4,7900000,180000,1500,19,6,1
22,Taisor,0,0,4,4,12200000,0,1000,1,4,1
8,Range Rover Sport,3,0,4,4,64500000,83000,2000,8,4,1
14,Outlander,3,0,4,2,15750000,104000,2000,11,4,1
20,Alto,3,1,2,4,3550000,128000,800,11,10,1
12,GLB,2,0,4,4,32500000,15000,1330,4,4,1
16,Z100,3,1,2,4,2850000,150717,1000,10,14,1
14,Outlander,3,0,4,2,17950000,125000,2000,10,4,1
15,Magnite,0,0,4,4,9790000,0,1000,1,4,1
15,Almera,0,0,5,4,13650000,2,1000,1,6,1
7,Other Model,0,0,2,4,12250000,0,1000,1,4,1
22,Yaris Cross,2,0,4,2,15350000,38000,1500,3,4,1
5,N-WGN,3,0,2,4,6000000,160000,650,10,4,0
5,Civic,3,0,5,4,10750000,92000,1000,8,4,1
7,Other Model,0,0,2,4,12250000,0,1000,1,4,1
22,Yaris,1,0,4,4,9300000,9,1000,2,6,1
4,Raptor Ranger,0,0,4,0,33400000,0,2000,1,4,0
22,Yaris,1,0,4,4,9300000,7,1000,2,6,1
5,Vezel,0,0,4,4,16650000,0,1500,1,4,1
20,Wagon R,1,0,2,4,6950000,5000,660,2,4,1
20,Wagon R,1,0,2,4,7000000,7000,660,2,4,1
20,Wagon R,1,0,2,4,6950000,8000,660,2,4,1
20,Wagon R,1,0,2,4,6950000,8000,660,2,4,1
22,Aqua,3,0,2,2,6250000,160000,1500,14,4,1
5,CRV,3,0,4,4,14200000,150000,1500,9,4,0
2,Glory,3,0,4,4,8400000,43100,1500,5,4,1
4,Ranger,0,0,4,0,29300000,0,3000,2,4,1
12,CLA 180,3,0,5,4,17200000,92000,1600,10,4,1
22,CHR,3,0,4,4,13900000,61105,1500,8,4,1
12,EQB 300,3,0,4,1,40000000,14000,0,3,4,1
22,Roomy,0,0,4,4,11850000,0,1000,1,4,1
16,XC90,1,0,4,4,55000000,0,2000,1,4,1
15,X-Trail,3,0,4,0,10500000,116000,2000,13,4,0
7,Other Model,0,0,2,4,12250000,0,1000,1,4,1
22,Aqua,3,0,2,2,8390000,117000,1000,11,6,1
15,X-Trail,3,0,4,2,10500000,176000,1990,11,4,1
5,Fit,3,0,2,2,7600000,153000,1500,13,4,1
22,Axio,3,0,5,4,7150000,148000,1500,19,4,1
22,Taisor,0,0,2,4,10650000,0,1000,1,4,1
20,Other Model,0,0,3,4,9450000,0,660,1,4,1
14,Montero,3,0,4,4,11200000,149000,3500,23,9,0
20,Wagon R,2,0,2,4,7290000,10000,660,3,4,1
1,X5,3,0,4,0,42500000,72000,2000,8,4,1
22,Raize,2,0,2,2,13290000,10000,1200,2,4,1
22,Raize,0,0,2,2,14500000,0,1200,1,4,1
12,CLA 180,3,0,5,4,21475000,33600,1300,6,4,1
22,Yaris,2,0,2,4,9790000,6000,1000,2,4,1
22,Taisor,0,0,2,4,11650000,0,1000,1,4,1
5,Grace,3,0,4,2,9450000,142098,1500,9,4,1
20,Wagon R,2,0,2,4,7190000,6000,660,2,4,1
12,GLB,3,0,4,4,28500000,45000,1300,6,4,1
22,Yaris Ativ,0,0,1,2,18250000,0,1500,1,6,1
22,Axio,3,0,5,2,11200000,170000,1490,10,12,0
5,Vezel,2,0,4,2,15650000,20000,1500,3,6,1
20,Alto,2,0,2,4,6650000,18000,660,2,6,1
22,Roomy,2,0,2,4,9600000,18000,1000,4,4,1
22,Premio,3,0,5,4,15950000,78000,1500,8,4,1
5,Fit,3,0,4,2,8775000,69600,1500,9,4,1
22,Axio,3,0,5,2,10850000,92300,1500,7,4,1
22,Corolla,3,0,4,4,6450000,137250,1500,20,4,1
5,Vezel,3,0,4,2,9250000,135100,1500,12,4,1
22,Yaris,2,0,2,4,9200000,22000,1000,4,4,1
3,Mira,3,0,2,4,5190000,79000,660,10,4,1
3,Taft,0,0,2,4,8450000,0,660,2,6,1
22,Raize,2,0,2,4,13000000,15000,1200,3,4,1
22,Taisor,0,0,2,4,10950000,0,1000,1,4,1
5,Vezel,0,0,4,2,21000000,0,1500,1,10,1
22,Yaris Ativ,0,0,1,2,18250000,0,1500,1,6,1
22,Land Cruiser Prado,3,1,4,0,25000000,135000,3000,15,6,1
22,Yaris,2,0,2,4,9200000,22500,1000,4,4,1
20,S-Cross,3,0,4,4,9800000,65000,1000,9,4,1
6,Santa Fe,3,0,4,0,8950000,226250,2200,15,6,1
1,740Le,3,0,5,2,49500000,67000,2000,9,4,1
11,Flair,2,0,2,4,9300000,22000,650,2,4,1
23,Polo,2,0,2,4,13250000,3500,1000,3,4,1
8,Discovery,3,0,4,0,37650000,142500,2000,7,6,1
22,Corolla,1,0,5,4,16300000,1000,1500,2,4,1
22,Vitz,3,0,2,4,7150000,141000,990,11,6,1
3,Taft,0,0,2,4,8150000,0,660,2,6,1
0,Q7,3,0,4,4,29500000,167144,1984,10,10,0
0,A6,3,0,5,0,19800000,126000,2000,12,19,1
5,Vezel,3,0,4,2,9800000,113000,1500,11,4,1
13,Panda Cross,3,1,2,4,3100000,121000,1300,14,4,1
21,Other Model,3,1,2,0,2650000,124000,702,11,1,1
15,Dayz,2,0,2,4,7450000,8000,650,3,6,1
20,Wagon R,2,0,2,4,7500000,4000,650,3,6,1
20,Wagon R,2,0,2,4,7500000,10000,650,2,6,1
22,Hilux,3,1,4,0,8390000,168000,3000,17,4,1
22,Alphard,0,0,4,2,64950000,100,2500,1,4,1
11,Axela,3,0,5,2,9750000,160000,2000,13,4,1
22,Fortuner,3,0,4,0,19490000,160000,3000,13,4,1
20,Wagon R FZ,3,0,2,2,5600000,135000,650,10,4,0
20,Spacia,0,0,2,2,9690000,1000,660,2,4,1
18,5008,0,0,4,2,37750000,50,1200,1,4,1
15,March,3,0,2,4,3285000,170000,1000,25,12,1
22,Voxy,3,0,4,2,29250000,11500,1500,1,4,1
22,Rush,3,0,3,4,15500000,45000,1496,6,12,0
0,Q2,3,0,4,4,12950000,80000,1000,9,4,1
22,Yaris,0,0,2,2,18500000,0,1500,1,4,1
22,Vitz,3,0,2,4,8900000,64000,1000,7,6,1
15,Dayz,2,0,2,4,8400000,6000,660,2,4,1
22,Vitz,3,0,2,4,8300000,60797,1000,8,4,1
5,Vezel,0,0,4,2,1979000,0,1500,0,4,1
4,Raptor Ranger,0,3,4,0,35000000,0,2000,1,4,1
15,Navara,3,1,2,0,6950000,177500,3200,23,1,1
22,Prius,3,0,5,4,9850000,123000,1800,14,4,1
16,Flying Spur,3,0,5,4,135000000,8000,4000,8,4,1
22,Yaris Ativ,0,3,5,2,18500000,0,1500,1,4,1
22,Yaris Cross,2,0,4,2,17500000,4000,1500,1,4,1
22,Yaris,2,0,2,4,9690000,18000,1000,3,6,1
15,Almera,0,3,5,4,13900000,0,1000,1,4,1
15,Almera,0,3,5,4,13900000,0,1000,1,4,1
12,E300,3,3,5,0,19000000,70000,2200,11,4,1
20,XBee,2,3,4,2,9590000,49000,1000,3,6,1
5,Vezel,3,0,4,4,11000000,151000,1500,10,4,0
12,S400,3,0,4,4,37500000,90000,3500,12,4,1
8,Discovery,3,3,4,0,29500000,150000,3000,13,4,1
1,M760,0,3,4,4,140000000,0,3000,1,4,1
1,740Le,3,3,4,2,42500000,54000,2000,8,4,1
5,Vezel,1,0,6,2,19100000,0,1500,1,4,1
5,Vezel,1,0,6,2,16800000,0,1500,1,4,1
22,Corolla,3,0,5,4,4990000,239000,1300,25,5,1
5,CRV,0,0,5,2,33000000,0,1500,2,4,0
22,Yaris Cross,2,0,4,2,15490000,29500,1500,3,6,1
20,Swift,3,0,2,4,8800000,82000,1000,9,10,0
22,Land Cruiser Prado,3,0,4,4,33000000,93214,2700,11,6,1
15,Bluebird,3,1,5,0,2700000,160000,1970,30,10,1
5,Fit,3,0,2,2,7900000,109500,1500,12,4,0
8,Defender,0,0,4,4,78000000,0,2000,1,6,1
22,Land Cruiser Sahara,3,0,4,0,76000000,105000,4461,11,6,1
8,Range Rover Sport,3,0,4,0,54500000,31000,2000,8,6,1
22,Raize,2,0,5,2,13650000,5000,1200,1,12,1
12,E200,3,0,1,4,22950000,11000,1800,15,4,1
20,Wagon R,0,0,5,2,8800000,0,650,1,4,1
22,Raize,0,0,4,2,14100000,0,1200,1,4,1
5,Vezel,0,0,6,2,19200000,0,1500,1,4,1
20,Wagon R Stingray,3,0,2,2,5850000,88000,650,12,10,1
22,Roomy,3,0,2,4,7750000,94000,900,9,10,1
5,Vezel,3,0,2,2,9150000,134450,1500,12,4,1
12,C180,3,0,5,4,20500000,96000,1590,9,14,1
20,Maruti,3,1,2,4,1750000,80000,800,22,12,0
5,Vezel,3,0,2,2,12200000,76000,1500,10,4,1
20,Swift,1,0,2,2,12200000,0,1200,1,4,1
7,Other Model,0,0,2,4,12390000,0,1000,1,4,1
22,Yaris,3,0,5,4,6700000,193000,1300,18,1,1
13,Trend,3,1,2,4,2175000,130000,1075,14,12,0
12,CLA 200,3,0,5,4,23900000,49500,1332,7,6,1
3,Terios,3,0,4,4,6650000,178000,1500,18,6,0
22,Yaris Cross,1,0,4,4,18500000,0,1496,0,4,1
22,Yaris,0,0,2,4,10600000,20,1000,1,4,1
0,A3,3,3,5,4,16500000,10000,1000,3,4,1
9,LBX,3,3,2,2,24500000,3800,1500,2,4,1
5,CRV,3,0,4,4,17000000,112700,1500,8,4,1
22,Urban Cruiser,0,0,4,2,17700000,16,1500,1,4,1
22,Urban Cruiser,0,0,4,2,17700000,16,1500,1,4,1
0,Q2,3,0,5,4,16100000,44000,1000,7,7,1
22,Roomy,0,0,4,4,11250000,0,1000,1,4,1
22,Sprinter,3,1,5,4,2700000,350000,1500,32,4,0
12,C200,1,0,5,2,33000000,3000,1500,2,4,1
0,Q3,3,0,4,4,31000000,10000,1500,3,4,1
12,CLS,3,0,5,4,30000000,64000,2000,8,4,1
5,Vezel,0,3,4,2,19700000,66,1500,1,4,1
12,E250,3,0,5,4,15000000,123100,2996,19,4,0
22,Premio,3,0,5,4,13500000,93500,1500,10,5,1
22,Land Cruiser Prado,0,0,4,4,59800000,200,2700,1,4,1
5,City,0,3,5,4,13400000,0,1000,1,4,1
12,E350,3,0,5,4,35000000,10000,2000,9,4,1
16,Tiggo 4 Pro,0,0,4,4,9989000,0,1500,1,4,0
22,Land Cruiser Prado,3,0,4,4,52500000,13000,2700,3,4,1
22,Hilux,0,0,6,0,26700000,5,2800,1,6,1
22,Land Cruiser Prado,2,0,4,4,51200000,18000,2700,3,4,1
22,Land Cruiser Prado,1,0,4,4,54900000,6700,2700,2,4,1
5,Freed,2,0,6,2,16700000,18508,1500,3,6,1
16,Wrangler,3,0,4,4,46800000,57000,2000,8,4,1
22,Hilux,0,0,4,0,29000000,0,2800,1,4,0
22,Yaris,2,0,2,4,9600000,11100,1000,2,6,1
15,Almera,0,0,5,4,11900000,10,1000,1,6,1
15,Almera,0,0,5,4,13700000,8,1000,1,6,1
17,Axia,3,0,2,4,5875000,68000,1000,8,6,1
5,CRV,3,0,4,4,16200000,110000,1500,8,4,1
22,Axio,3,0,5,2,11750000,121000,1500,9,4,1
5,Vezel,3,0,4,4,9950000,150600,1800,10,4,1
8,Range Rover Velar,0,0,4,2,79900000,0,2000,1,4,1
8,Range Rover Velar,0,0,4,2,79900000,0,2000,1,4,1
22,Aqua,3,0,2,2,7600000,142243,1500,12,4,1
22,Vitz,3,0,2,4,7100000,150000,990,10,4,1
19,KWID,3,1,2,4,3985000,120724,800,10,4,0
22,Roomy,0,0,6,4,11090000,0,990,1,6,1
16,XF,3,3,5,4,12400000,28500,2000,13,4,1
15,Tiida,3,0,5,4,5150000,205000,1500,19,4,0
22,Avanza,3,1,6,4,5400000,167500,1298,19,4,1
8,Range Rover Evoque,3,0,4,0,20000000,75000,2200,13,4,1
1,X5,3,3,4,2,28900000,79880,2000,10,4,1
15,Patrol,3,3,4,0,25500000,284000,3000,15,4,1
1,530d,3,1,5,0,13800000,105000,3000,20,4,1
15,Clipper,2,0,6,4,8275000,19880,660,3,4,1
22,Axio,3,0,5,4,9850000,206000,1500,10,4,1
5,Fit,3,0,2,2,6500000,140000,1330,15,18,1
22,Hilux,0,3,4,0,28900000,0,2800,1,4,1
5,Vezel,3,0,4,2,9890000,64000,1500,12,4,1
8,Defender,2,3,4,4,81000000,2789,1998,3,4,0
7,Sorento,3,0,4,0,10300000,200000,2000,14,4,0
22,Prius,3,0,4,2,11000000,194000,1800,13,6,0
3,Mira,2,0,2,4,6590000,3000,660,2,4,0
20,Fronx,0,0,2,2,10700000,0,1000,1,4,1
5,Vezel,3,0,4,2,11475000,71000,1500,9,4,1
13,Panda Cross,3,1,2,4,3675000,57000,1300,11,4,0
16,Redi Go,3,1,2,4,3700000,68400,799,10,4,0
3,Charade,3,1,2,4,1200000,124286,1300,36,10,0
20,Wagon R,0,0,6,2,9050000,0,660,1,19,1
22,Hilux,2,0,4,0,24500000,16800,2400,3,4,1
20,Wagon R,3,0,2,4,6600000,82123,650,8,4,1
0,A6,3,3,5,4,18000000,28000,1800,11,4,0
5,Civic,3,0,5,2,8500000,151000,1300,15,4,1
20,Alto,3,0,2,4,4890000,107800,1000,11,4,1
5,Vezel,0,0,4,2,20400000,0,1500,1,6,1
22,Yaris,0,0,5,2,18600000,0,1500,1,10,1
20,Wagon R Stingray,0,0,2,4,8650000,0,650,1,4,1
20,Celerio,3,1,2,4,4750000,150000,1000,9,4,1
1,740Le,3,0,5,2,39500000,58000,2000,10,4,1
19,KWID,3,1,2,4,3750000,116450,800,10,4,1
12,E200,0,0,5,4,65000000,0,2000,1,4,1
5,CRV,3,0,4,4,8675000,180000,2000,15,4,1
22,Roomy,3,0,6,4,9500000,13200,1000,3,6,0
5,Vezel,3,0,4,2,17250000,11000,1490,3,4,1
22,Axio,3,0,5,2,10300000,160000,1500,11,4,1
22,Corolla,3,0,5,4,17500000,18000,1490,2,4,1
22,Hilux,0,0,4,0,25800000,0,2800,1,10,1
22,Harrier,2,0,4,2,42500000,9000,2500,2,10,1
5,N-Box,0,0,2,4,8850000,200,650,1,4,1
22,Yaris Cross,3,0,4,2,15500000,8000,1500,3,4,1
0,A6,3,3,5,4,19950000,125000,1800,9,4,0
22,Yaris,2,0,2,4,9575000,20000,1000,3,4,1
5,Vezel,0,0,6,2,20000000,0,1500,1,10,1
22,Premio,3,0,5,4,8750000,244500,1500,18,4,1
22,Rush,3,0,4,4,8200000,125000,1490,13,4,0
12,C200,3,0,5,4,26000000,120000,1500,8,6,1
19,KWID,3,1,2,4,3450000,74100,800,10,4,1
16,800,3,1,2,4,2075000,30000,800,20,10,0
17,Viva Elite,3,0,2,4,4700000,107210,1000,13,9,0
14,Outlander,3,0,4,2,11500000,137000,2000,11,4,1
22,Premio,3,0,5,4,12290000,175000,1500,11,4,1
7,Sportage,3,0,4,4,9000000,220000,2000,14,4,0
7,Stonic,3,0,4,4,9350000,89000,1000,6,4,1
20,Alto,3,1,2,4,3790000,89175,800,11,6,0
17,Axia,3,1,2,4,5100000,35651,998,10,8,1
16,800,3,1,4,4,2050000,92500,800,20,6,0
22,Aqua,3,0,2,2,12550000,33000,1500,3,4,1
22,Vios,3,0,5,4,5200000,112000,1500,22,9,1
20,Wagon R,3,0,2,4,6500000,100000,650,9,6,0
15,Almera,0,0,5,4,13250000,0,1000,1,4,1
22,Hilux,0,0,4,0,13650000,650,2400,2,4,1
20,Swift,3,0,2,4,7750000,99000,1000,9,6,1
15,Navara,3,1,4,0,7000000,214561,2500,19,4,1
16,Karoq,3,0,4,4,11500000,75984,1000,8,4,1
5,Vezel,3,0,4,2,11490000,130000,1500,9,4,1
3,Mira,0,0,2,4,5950000,0,658,3,4,1
5,Fit,3,0,2,2,6690000,85000,1300,13,4,1
4,Ranger,3,0,4,0,31500000,4700,3000,2,6,1
7,Other Model,0,0,4,4,12500000,50,1000,1,4,1
5,N-Box,0,0,2,4,8650000,15,658,1,4,1
22,Yaris Cross,0,0,4,2,21000000,0,1500,1,6,1
22,Land Cruiser Prado,2,3,4,4,51950000,19000,2700,3,4,1
22,Premio,3,0,4,4,9950000,140000,1500,14,1,0
22,Aqua,3,0,2,2,7000000,111000,1500,14,4,1
5,City,0,0,5,4,13750000,310,1000,1,4,1
22,Yaris Cross,2,0,4,2,16200000,8800,1500,3,6,1
3,Taft,3,0,2,4,8150000,9805,658,2,4,1
15,Magnite,0,0,4,4,9950000,30,1000,1,4,1
0,Q2,3,0,4,4,13950000,102000,990,9,4,1
22,Roomy,3,0,2,4,9850000,52640,1000,3,4,1
11,Carol,2,0,2,4,6390000,12000,660,3,4,1
22,Premio,3,0,5,4,10850000,110000,1490,13,4,1
20,Spacia,3,0,2,2,9550000,1830,660,2,10,0
22,Taisor,0,0,4,4,11390000,0,1000,1,4,1
3,Taft,2,0,2,4,8250000,9188,658,3,4,1
22,Raize,0,0,4,2,13950000,0,1200,1,4,1
4,Raptor Ranger,0,0,4,0,33800000,25,3000,1,6,0
17,Axia,3,0,2,4,5600000,85000,1000,10,6,0
5,Civic,3,0,5,4,8300000,104000,1600,14,4,1
22,Axio,3,0,5,2,13200000,80000,1500,10,4,1
15,Almera,0,0,5,4,14100000,25,1000,1,6,0
5,City,0,0,5,4,14700000,25,1000,1,6,0
5,Vezel,3,0,2,2,18450000,6000,1500,1,4,1
22,Raize,2,0,4,4,14500000,1500,1000,2,6,0
22,Hilux,3,1,4,0,15600000,119500,2500,11,4,1
22,Land Cruiser Prado,2,0,4,4,63500000,10000,2700,2,6,1
20,Spacia,2,0,2,2,9575000,1000,660,3,4,1
22,Axio,3,0,5,2,11300000,172000,1490,10,4,1
20,Wagon R FX,2,0,2,4,7350000,6600,660,2,12,1
5,CRZ,3,0,1,2,7000000,187000,1500,15,6,0
3,Taft,2,0,2,4,7850000,1004,658,1,4,1
16,Seal,0,0,5,1,24500000,200,0,2,4,1
22,Yaris,2,0,2,4,9700000,20000,1000,4,6,1
12,C200,3,0,5,4,24950000,33000,1500,7,4,1
22,Yaris,2,0,2,4,9700000,20000,1000,3,6,1
9,LBX,2,0,4,4,25500000,10000,1500,2,6,0
22,Aqua,2,0,2,4,11950000,37000,1500,3,4,1
5,Vezel,2,0,4,2,21100000,25000,1500,4,6,1
22,Yaris,2,0,2,4,9000000,23100,1000,4,4,1
5,Insight,3,0,2,4,8100000,136000,1500,14,6,1
20,Wagon R,0,0,6,2,8395000,0,650,1,6,1
3,Mira,2,0,2,4,6390000,2000,660,3,4,1
5,Vezel,3,0,4,2,8800000,103000,1500,12,4,0
15,Dayz,0,0,2,4,7900000,0,650,1,4,1
22,Land Cruiser Sahara,0,0,6,0,120000000,10,3446,1,6,1
20,Spacia,1,0,2,2,8900000,10,660,2,6,1
22,Yaris,3,0,5,4,12150000,73988,1200,7,4,1
14,Pajero,3,1,4,4,4600000,189999,1800,26,6,0
20,Spacia,1,0,2,2,8800000,2000,660,2,6,1
20,Wagon R FZ,3,0,2,2,5350000,85000,650,10,4,0
1,520d,3,0,5,0,19800000,116000,2000,14,4,0
20,Spacia,1,0,2,2,8400000,10,660,2,6,1
5,Vezel,0,0,4,2,19600000,0,1500,1,4,1
4,Raptor Ranger,0,0,4,0,33950000,6,2000,1,6,1
8,Freelander,3,0,4,0,12000000,64430,2200,13,4,1
5,Vezel,0,0,4,2,18750000,59,1500,1,4,1
22,Raize,0,0,4,4,12900000,254,1000,1,4,1
15,Dayz,2,0,2,2,8600000,2900,650,2,4,1
5,CRV,3,0,4,4,17000000,167000,1500,7,6,1
6,Atos,3,1,2,4,2375000,130000,1000,22,4,0
22,Raize,0,0,2,2,13995000,0,1200,1,4,1
22,Vitz,3,0,2,4,5300000,152000,1000,19,4,0
1,530e,3,0,5,3,27000000,109590,1998,8,4,0
20,Spacia,1,0,2,2,8600000,4000,660,2,6,1
22,Yaris,2,0,2,2,12650000,22000,1490,4,4,1
18,5008,3,0,4,4,16950000,54000,1200,7,4,1
22,Raize,0,0,2,4,13150000,0,1000,1,4,1
5,Civic,3,0,2,4,12000000,75000,1000,8,4,1
22,Vanguard,3,0,4,4,11550000,196000,2360,13,4,1
22,Premio,3,0,5,4,17750000,78500,1490,7,4,1
2,Glory,3,0,4,4,8800000,37000,1500,4,6,1
0,Q5,3,0,4,4,13450000,87500,2000,15,4,1
6,Tucson,3,0,4,0,9200000,82899,2000,13,4,1
22,Corolla,1,0,4,4,24500000,50,1800,1,4,1
22,Harrier,0,0,4,2,47750000,100,2500,1,4,1
5,Vezel,3,0,4,4,10850000,53000,1500,10,5,1
5,Vezel,3,0,4,4,11650000,75000,1500,9,5,1
22,Land Cruiser Prado,2,0,4,0,45950000,67500,3000,9,4,1
14,Montero,3,0,4,0,21450000,125000,3200,13,5,1
0,A3,2,0,5,4,21500000,20000,1000,3,5,1
8,Range Rover,3,0,4,4,57500000,77800,3000,9,4,1
22,Alphard,0,0,4,2,64490000,500,2500,2,4,1
22,Yaris,3,0,2,4,9950000,243,1000,1,4,1
5,City,0,0,5,4,13000000,50,1000,1,4,1
5,N-WGN,3,0,2,4,8450000,1569,660,2,5,1
0,A3,3,0,5,4,18950000,24000,1000,4,5,1
22,CHR,2,0,4,4,16990000,16000,1290,3,4,1
5,N-WGN,3,0,2,4,8250000,3596,660,3,5,1
5,Vezel,3,0,4,2,18800000,15000,1500,1,4,1
5,Vezel,3,0,4,2,10800000,134000,1500,10,6,0
0,A3,3,0,2,4,19900000,14100,1000,3,5,1
22,Prius,3,0,4,2,13000000,98000,1800,10,4,1
0,A3,3,0,2,4,15450000,16300,1000,4,5,1
22,Hilux,0,0,4,0,30000000,0,2800,1,4,1
22,Raize,2,0,4,2,13200000,29000,1200,2,6,1
20,Maruti,3,1,5,4,1800000,81683,800,23,5,0
18,3008,3,0,4,4,14550000,98000,1200,7,4,1
3,Mira,2,0,2,4,6390000,2000,650,3,4,1
22,Wigo,3,0,2,4,6250000,75000,1000,9,9,0
0,Q2,3,0,2,4,12500000,66000,1000,8,6,1
22,Vitz,3,0,2,4,5500000,140000,990,18,10,1
17,Viva Elite,3,0,2,4,4785000,76598,1000,15,4,1
22,Land Cruiser Prado,3,0,4,4,36000000,92000,2700,11,4,1
5,Vezel,2,0,4,4,17200000,20000,1500,2,12,1
0,A3,1,0,5,2,19500000,8000,1000,3,4,1
12,GLA 180,1,0,4,4,28000000,7000,1330,3,4,1
5,Civic,1,0,5,4,21000000,5000,1500,2,4,1
5,WR-V,1,0,4,4,15500000,5000,1500,2,4,1
22,Aqua,1,0,2,2,13500000,5000,1500,2,4,1
12,CLA 180,3,3,5,4,24000000,15000,1300,7,4,1
20,Wagon R FZ,3,0,2,4,5500000,125000,660,12,4,0
5,Fit,3,0,2,2,6750000,128000,1300,14,4,1
22,Land Cruiser Prado,2,3,4,4,50800000,23000,2700,3,10,1
16,XC90,1,0,4,2,55000000,0,2000,1,4,1
12,C220,3,1,5,0,6500000,174000,2148,26,4,0
22,Axio,3,0,5,4,7975000,120000,1500,16,4,1
22,Yaris,0,0,5,2,18950000,0,1500,1,4,1
22,Axio,3,0,5,4,7150000,154600,1500,19,4,0
22,Axio,3,0,5,4,7350000,154000,1500,19,4,1
22,Allion,3,0,5,4,8875000,180000,1500,19,4,0
22,Land Cruiser Sahara,1,0,4,4,90000000,0,3500,1,4,1
20,Wagon R FX,3,0,2,4,6400000,52000,650,9,12,0
20,Wagon R FX,3,0,2,4,5950000,189000,660,10,9,1
14,Triton GSR,1,0,4,0,23950000,2000,2500,2,4,1
5,Vezel,0,0,4,2,19890000,27,1500,1,4,1
20,Hustler,0,0,4,2,7800000,22,660,1,4,1
22,Roomy,2,0,3,4,11200000,2000,1000,1,4,1
20,Wagon R FZ,3,0,2,2,6500000,99599,660,9,4,0
22,Land Cruiser Prado,3,0,2,4,37000000,152000,2690,11,4,0
22,Hilux,3,1,4,0,9600000,187700,2500,19,14,0
7,Picanto,3,0,2,4,5800000,70000,1000,10,4,1
22,Aqua,3,0,2,4,8400000,91000,1500,12,4,0
22,Yaris Cross,2,0,2,2,19850000,6000,1500,2,4,1
13,Panda Cross,3,0,2,4,4200000,35865,998,9,4,1
22,Aqua,3,0,2,2,9200000,150000,1500,10,10,1
6,Tucson,3,3,4,0,8275000,176000,2000,13,4,0
4,Raptor Ranger,3,0,4,0,21000000,127000,2000,8,6,1
1,740Le,3,3,5,4,42500000,60000,2000,8,4,1
5,Vezel,0,0,2,2,19190000,100,1500,1,4,1
10,ZS,3,0,2,4,8800000,81000,1000,7,6,0
22,Yaris,1,0,5,4,9300000,23000,1000,3,6,1
22,Vitz,3,0,2,4,7350000,93193,1000,10,4,1
2,Glory,3,1,4,0,5600000,67000,1300,5,4,1
5,City,3,0,5,4,4100000,193000,1499,25,6,0
22,Hilux,0,0,4,0,29750000,0,2800,1,11,1
22,Raize,0,0,4,2,13995000,130,1200,1,4,1
0,A6,2,0,5,2,13500000,145000,2000,13,4,1
8,Range Rover,2,0,4,2,55000000,44000,2000,8,4,1
3,Canbus,2,0,3,4,7650000,1300,660,2,6,1
22,Axio,3,0,5,2,10375000,96617,1500,12,4,1
5,Vezel,3,0,4,4,9000000,139000,1500,12,18,1
22,Yaris,3,0,5,4,6550000,179000,1300,16,6,1
22,Axio,3,0,5,4,7000000,201549,1490,19,14,1
22,Vitz,3,0,2,4,5750000,155800,1000,16,4,1
22,Hilux,0,0,4,0,26000000,0,2800,1,4,1
22,Hilux,0,0,4,0,30000000,0,2800,1,4,1
22,Hilux,0,0,1,0,30000000,0,2800,1,4,1
4,Raptor Ranger,0,0,4,0,34000000,0,2000,1,4,1
3,Mira,0,0,2,4,7100000,0,660,1,4,1
22,Aqua,2,0,2,2,15750000,2500,1490,2,4,1
1,520d,3,0,5,0,26000000,80765,2000,11,1,1
22,Vitz,3,0,2,4,9200000,82500,1000,7,4,1
22,Yaris Cross,0,0,4,2,21000000,0,1500,1,4,1
22,Raize,0,0,4,2,14000000,0,1200,1,4,1
22,Corolla,3,0,5,4,5650000,250844,1300,23,1,1
5,City,0,0,5,4,14100000,0,1000,1,4,1
22,Yaris,2,0,2,4,8800000,24000,1000,3,6,1
5,Vezel,0,0,2,2,20000000,0,1500,1,4,1
22,Raize,2,0,4,4,13000000,23000,1200,3,4,1
22,Land Cruiser Prado,2,1,4,4,14500000,127000,2700,23,4,1
5,Vezel,3,0,4,2,13000000,75600,1500,9,4,0
22,Land Cruiser Prado,2,0,4,0,38500000,176000,3000,12,4,1
5,Vezel,2,0,4,2,17750000,7000,1500,4,6,1
22,Land Cruiser Sahara,0,0,4,0,110000000,0,3300,2,4,1
5,Vezel,3,0,2,2,9090000,160000,1490,12,4,1
5,City,0,0,5,4,13200000,0,1000,1,6,1
20,Alto,3,1,5,4,3585000,120000,800,12,12,1
22,Corolla,3,0,5,4,5900000,150000,1500,23,4,1
22,Raize,0,0,4,2,13750000,0,1200,1,6,0
15,Dayz,2,0,2,4,7395000,2500,650,3,4,1
22,Yaris,0,0,2,4,10195000,0,1000,1,4,1
22,Raize,2,0,4,4,12090000,18000,998,3,4,1
22,Corolla,3,0,4,2,25300000,4600,1800,2,4,1
0,A4,3,0,5,4,11750000,80500,1800,14,4,1
3,Mira,2,0,2,4,6450000,2400,660,2,4,1
0,A3,3,0,5,4,15975000,26000,1000,3,4,1
20,Celerio,3,1,2,4,5500000,45000,998,10,4,1
